date_time,temp,Weekday,traffic_volume
2015-06-27 18:00:00,299.59,0.0,-716
2015-06-27 19:00:00,298.7,0.0,-22
2015-06-27 20:00:00,297.43,0.0,296
2015-06-27 21:00:00,297.43,0.0,-20
2015-06-27 22:00:00,295.06,0.0,310
2015-06-27 23:00:00,294.02,0.0,339
2015-06-28 00:00:00,292.55,0.0,-21
2015-06-28 01:00:00,291.52,0.0,-13
2015-06-28 02:00:00,291.02,0.0,-46
2015-06-28 03:00:00,290.94,0.0,-107
2015-06-28 04:00:00,290.71,0.0,-183
2015-06-28 05:00:00,290.36,0.0,-358
2015-06-28 06:00:00,290.38,0.0,-528
2015-06-28 07:00:00,291.05,0.0,-906
2015-06-28 08:00:00,291.94,0.0,-794
2015-06-28 09:00:00,293.76,0.0,-445
2015-06-28 10:00:00,295.07,0.0,-158
2015-06-28 11:00:00,295.99,0.0,-172
2015-06-28 12:00:00,297.19,0.0,-324
2015-06-28 13:00:00,297.83,0.0,79
2015-06-28 14:00:00,298.94,0.0,338
2015-06-28 15:00:00,298.78,0.0,113
2015-06-28 16:00:00,295.42,0.0,342
2015-06-28 17:00:00,293.58,0.0,6
2015-06-28 18:00:00,293.64,0.0,-84
2015-06-28 19:00:00,294.4,0.0,-171
2015-06-28 20:00:00,294.15,0.0,-448
2015-06-28 21:00:00,292.73,0.0,-999
2015-06-28 22:00:00,292.03,0.0,-1328
2015-06-28 23:00:00,291.45,0.0,-1194
2015-06-29 00:00:00,291.13,1.0,-769
2015-06-29 01:00:00,290.7,1.0,-418
2015-06-29 02:00:00,290.49,1.0,-296
2015-06-29 03:00:00,289.88,1.0,-19
2015-06-29 04:00:00,290.14,1.0,564
2015-06-29 05:00:00,289.72,1.0,2322
2015-06-29 06:00:00,289.97,1.0,4857
2015-06-29 07:00:00,291.02,1.0,4747
2015-06-29 08:00:00,292.93,1.0,3428
2015-06-29 09:00:00,294.63,1.0,1598
2015-06-29 10:00:00,296.9,1.0,690
2015-06-29 11:00:00,298.55,1.0,749
2015-06-29 12:00:00,299.75,1.0,810
2015-06-29 13:00:00,300.09,1.0,768
2015-06-29 14:00:00,300.5,1.0,1138
2015-06-29 15:00:00,299.6,1.0,1467
2015-06-29 16:00:00,299.54,1.0,2178
2015-06-29 17:00:00,299.54,1.0,2446
2015-06-29 18:00:00,298.72,1.0,963
2015-06-29 19:00:00,295.9,1.0,-218
2015-06-29 20:00:00,293.25,1.0,-446
2015-06-29 21:00:00,291.49,1.0,-171
2015-06-29 22:00:00,291.0,1.0,-340
2015-06-29 23:00:00,290.57,1.0,-142
2015-06-30 00:00:00,290.19,1.0,-5
2015-06-30 01:00:00,290.19,1.0,275
2015-06-30 02:00:00,289.8,1.0,-3
2015-06-30 03:00:00,289.71,1.0,88
2015-06-30 04:00:00,289.61,1.0,17
2015-06-30 05:00:00,289.36,1.0,136
2015-06-30 06:00:00,289.27,1.0,159
2015-06-30 07:00:00,289.81,1.0,174
2015-06-30 08:00:00,290.53,1.0,20
2015-06-30 09:00:00,292.06,1.0,-288
2015-06-30 10:00:00,293.38,1.0,-149
2015-06-30 11:00:00,294.28,1.0,-80
2015-06-30 12:00:00,295.18,1.0,-323
2015-06-30 13:00:00,295.62,1.0,-486
2015-06-30 14:00:00,296.53,1.0,-505
2015-06-30 15:00:00,296.88,1.0,-409
2015-06-30 16:00:00,296.92,1.0,-112
2015-06-30 17:00:00,296.75,1.0,-386
2015-06-30 18:00:00,296.75,1.0,1530
2015-06-30 19:00:00,296.75,1.0,2908
2015-06-30 20:00:00,296.75,1.0,3582
2015-06-30 21:00:00,296.75,1.0,3858
2015-06-30 22:00:00,291.35,1.0,340
2015-06-30 23:00:00,290.5,1.0,146
2015-07-01 00:00:00,289.2,1.0,64
2015-07-01 01:00:00,289.4,1.0,-229
2015-07-01 02:00:00,289.19,1.0,20
2015-07-01 03:00:00,288.74,1.0,-58
2015-07-01 04:00:00,288.07,1.0,25
2015-07-01 05:00:00,287.87,1.0,-61
2015-07-01 06:00:00,287.38,1.0,-118
2015-07-01 07:00:00,287.58,1.0,198
2015-07-01 08:00:00,287.58,1.0,907
2015-07-01 09:00:00,288.58,1.0,63
2015-07-01 10:00:00,289.24,1.0,-17
2015-07-01 11:00:00,289.44,1.0,-6
2015-07-01 12:00:00,290.53,1.0,67
2015-07-01 13:00:00,292.17,1.0,-46
2015-07-01 14:00:00,293.61,1.0,-208
2015-07-01 15:00:00,294.85,1.0,166
2015-07-01 16:00:00,295.07,1.0,-173
2015-07-01 17:00:00,295.56,1.0,-140
2015-07-01 18:00:00,295.17,1.0,-1505
2015-07-01 19:00:00,294.86,1.0,-2460
2015-07-01 20:00:00,293.76,1.0,-2965
2015-07-01 21:00:00,291.19,1.0,-3321
2015-07-01 22:00:00,289.67,1.0,336
2015-07-01 23:00:00,288.1,1.0,1569
2015-07-02 00:00:00,287.36,1.0,528
2015-07-02 01:00:00,286.47,1.0,122
2015-07-02 02:00:00,286.22,1.0,26
2015-07-02 03:00:00,285.63,1.0,0
2015-07-02 04:00:00,285.16,1.0,-135
2015-07-02 05:00:00,285.03,1.0,-190
2015-07-02 06:00:00,284.72,1.0,-341
2015-07-02 07:00:00,286.44,1.0,-328
2015-07-02 08:00:00,289.21,1.0,-1274
2015-07-02 09:00:00,289.59,1.0,10
2015-07-02 10:00:00,293.43,1.0,-15
2015-07-02 11:00:00,294.9,1.0,347
2015-07-02 12:00:00,295.3,1.0,629
2015-07-02 13:00:00,296.48,1.0,739
2015-07-02 14:00:00,297.07,1.0,605
2015-07-02 15:00:00,297.59,1.0,84
2015-07-02 16:00:00,297.49,1.0,-442
2015-07-02 17:00:00,297.54,1.0,-994
2015-07-02 18:00:00,296.76,1.0,-633
2015-07-02 19:00:00,296.34,1.0,-117
2015-07-02 20:00:00,294.98,1.0,-167
2015-07-02 21:00:00,293.02,1.0,209
2015-07-02 22:00:00,290.86,1.0,169
2015-07-02 23:00:00,290.37,1.0,-1163
2015-07-03 00:00:00,289.2,1.0,-306
2015-07-03 01:00:00,288.04,1.0,49
2015-07-03 02:00:00,287.7,1.0,83
2015-07-03 03:00:00,287.43,1.0,3
2015-07-03 04:00:00,286.81,1.0,-337
2015-07-03 05:00:00,286.05,1.0,-1735
2015-07-03 06:00:00,285.9,1.0,-3461
2015-07-03 07:00:00,287.42,1.0,-3565
2015-07-03 08:00:00,288.55,1.0,-2464
2015-07-03 09:00:00,292.11,1.0,-1192
2015-07-03 10:00:00,294.18,1.0,-537
2015-07-03 11:00:00,295.86,1.0,-782
2015-07-03 12:00:00,296.69,1.0,-981
2015-07-03 13:00:00,297.67,1.0,-821
2015-07-03 14:00:00,298.18,1.0,-1336
2015-07-03 15:00:00,298.92,1.0,-1368
2015-07-03 16:00:00,298.97,1.0,-1479
2015-07-03 17:00:00,298.85,1.0,-1449
2015-07-03 18:00:00,298.63,1.0,-209
2015-07-03 19:00:00,297.84,1.0,-269
2015-07-03 20:00:00,296.52,1.0,-221
2015-07-03 21:00:00,295.08,1.0,-257
2015-07-03 22:00:00,293.43,1.0,569
2015-07-03 23:00:00,292.99,1.0,396
2015-07-04 00:00:00,291.76,0.0,553
2015-07-04 01:00:00,290.88,0.0,236
2015-07-04 02:00:00,290.7,0.0,279
2015-07-04 03:00:00,290.49,0.0,-18
2015-07-04 04:00:00,290.0,0.0,-77
2015-07-04 05:00:00,289.73,0.0,-225
2015-07-04 06:00:00,288.99,0.0,-968
2015-07-04 07:00:00,290.3,0.0,-965
2015-07-04 08:00:00,292.2,0.0,-910
2015-07-04 09:00:00,294.15,0.0,-905
2015-07-04 10:00:00,296.51,0.0,-949
2015-07-04 11:00:00,298.44,0.0,-1023
2015-07-04 12:00:00,299.1,0.0,-1117
2015-07-04 13:00:00,300.28,0.0,-1113
2015-07-04 14:00:00,300.9,0.0,-1067
2015-07-04 15:00:00,301.83,0.0,-1259
2015-07-04 16:00:00,301.72,0.0,-1494
2015-07-04 17:00:00,301.69,0.0,-717
2015-07-04 18:00:00,300.84,0.0,-970
2015-07-04 19:00:00,300.06,0.0,-642
2015-07-04 20:00:00,298.64,0.0,-158
2015-07-04 21:00:00,298.12,0.0,-269
2015-07-04 22:00:00,295.67,0.0,-628
2015-07-04 23:00:00,295.04,0.0,1440
2015-07-05 00:00:00,294.18,0.0,198
2015-07-05 01:00:00,293.32,0.0,-13
2015-07-05 02:00:00,293.03,0.0,-79
2015-07-05 03:00:00,292.6,0.0,-3
2015-07-05 04:00:00,291.56,0.0,-94
2015-07-05 05:00:00,291.31,0.0,-285
2015-07-05 06:00:00,291.09,0.0,-173
2015-07-05 07:00:00,292.02,0.0,-304
2015-07-05 08:00:00,293.82,0.0,-131
2015-07-05 09:00:00,295.27,0.0,-65
2015-07-05 10:00:00,296.67,0.0,-62
2015-07-05 11:00:00,297.48,0.0,284
2015-07-05 12:00:00,298.31,0.0,718
2015-07-05 13:00:00,300.42,0.0,790
2015-07-05 14:00:00,301.53,0.0,811
2015-07-05 15:00:00,302.48,0.0,766
2015-07-05 16:00:00,302.9,0.0,882
2015-07-05 17:00:00,302.68,0.0,879
2015-07-05 18:00:00,302.01,0.0,948
2015-07-05 19:00:00,301.42,0.0,867
2015-07-05 20:00:00,300.55,0.0,1079
2015-07-05 21:00:00,300.07,0.0,521
2015-07-05 22:00:00,298.85,0.0,-188
2015-07-05 23:00:00,298.56,0.0,-2183
2015-07-06 00:00:00,298.38,1.0,-981
2015-07-06 01:00:00,296.2,1.0,-440
2015-07-06 02:00:00,295.18,1.0,-337
2015-07-06 03:00:00,294.87,1.0,8
2015-07-06 04:00:00,294.23,1.0,467
2015-07-06 05:00:00,294.1,1.0,2048
2015-07-06 06:00:00,293.98,1.0,3689
2015-07-06 07:00:00,293.85,1.0,4100
2015-07-06 08:00:00,294.0,1.0,3429
2015-07-06 09:00:00,294.12,1.0,1916
2015-07-06 10:00:00,294.24,1.0,1111
2015-07-06 11:00:00,293.35,1.0,703
2015-07-06 12:00:00,292.72,1.0,511
2015-07-06 13:00:00,290.94,1.0,250
2015-07-06 14:00:00,291.49,1.0,879
2015-07-06 15:00:00,293.22,1.0,1359
2015-07-06 16:00:00,294.16,1.0,2329
2015-07-06 17:00:00,294.68,1.0,2173
2015-07-06 18:00:00,294.54,1.0,524
2015-07-06 19:00:00,294.02,1.0,-448
2015-07-06 20:00:00,293.46,1.0,-1116
2015-07-06 21:00:00,290.84,1.0,-440
2015-07-06 22:00:00,289.43,1.0,-436
2015-07-06 23:00:00,288.34,1.0,-198
2015-07-07 00:00:00,287.4,1.0,-106
2015-07-07 01:00:00,286.53,1.0,-6
2015-07-07 02:00:00,285.72,1.0,-36
2015-07-07 03:00:00,285.0,1.0,-15
2015-07-07 04:00:00,284.35,1.0,37
2015-07-07 05:00:00,283.9,1.0,455
2015-07-07 06:00:00,283.83,1.0,1041
2015-07-07 07:00:00,285.28,1.0,595
2015-07-07 08:00:00,285.84,1.0,429
2015-07-07 09:00:00,288.55,1.0,187
2015-07-07 10:00:00,289.99,1.0,367
2015-07-07 11:00:00,290.75,1.0,479
2015-07-07 12:00:00,291.58,1.0,-15
2015-07-07 13:00:00,292.38,1.0,175
2015-07-07 14:00:00,293.35,1.0,110
2015-07-07 15:00:00,293.72,1.0,234
2015-07-07 16:00:00,294.11,1.0,362
2015-07-07 17:00:00,294.47,1.0,371
2015-07-07 18:00:00,294.35,1.0,285
2015-07-07 19:00:00,293.91,1.0,221
2015-07-07 20:00:00,293.0,1.0,446
2015-07-07 21:00:00,290.23,1.0,384
2015-07-07 22:00:00,287.89,1.0,451
2015-07-07 23:00:00,286.86,1.0,152
2015-07-08 00:00:00,286.47,1.0,36
2015-07-08 01:00:00,285.38,1.0,34
2015-07-08 02:00:00,285.32,1.0,3
2015-07-08 03:00:00,285.48,1.0,21
2015-07-08 04:00:00,285.02,1.0,77
2015-07-08 05:00:00,284.96,1.0,2
2015-07-08 06:00:00,284.79,1.0,181
2015-07-08 07:00:00,286.58,1.0,125
2015-07-08 08:00:00,288.81,1.0,91
2015-07-08 09:00:00,291.45,1.0,347
2015-07-08 10:00:00,292.84,1.0,422
2015-07-08 11:00:00,293.55,1.0,526
2015-07-08 12:00:00,293.69,1.0,458
2015-07-08 13:00:00,294.51,1.0,405
2015-07-08 14:00:00,294.75,1.0,162
2015-07-08 15:00:00,295.02,1.0,219
2015-07-08 16:00:00,295.14,1.0,-134
2015-07-08 17:00:00,295.24,1.0,-69
2015-07-08 18:00:00,295.12,1.0,-26
2015-07-08 19:00:00,294.44,1.0,75
2015-07-08 20:00:00,293.73,1.0,83
2015-07-08 21:00:00,291.58,1.0,197
2015-07-08 22:00:00,289.73,1.0,112
2015-07-08 23:00:00,288.6,1.0,7
2015-07-09 00:00:00,288.28,1.0,16
2015-07-09 01:00:00,287.78,1.0,-22
2015-07-09 02:00:00,287.27,1.0,57
2015-07-09 03:00:00,287.17,1.0,-6
2015-07-09 04:00:00,286.83,1.0,-11
2015-07-09 05:00:00,287.04,1.0,-97
2015-07-09 06:00:00,287.09,1.0,33
2015-07-09 07:00:00,288.58,1.0,289
2015-07-09 08:00:00,291.15,1.0,19
2015-07-09 09:00:00,291.96,1.0,3
2015-07-09 10:00:00,295.02,1.0,-222
2015-07-09 11:00:00,296.15,1.0,-334
2015-07-09 12:00:00,297.61,1.0,127
2015-07-09 13:00:00,298.12,1.0,233
2015-07-09 14:00:00,298.73,1.0,231
2015-07-09 15:00:00,299.07,1.0,77
2015-07-09 16:00:00,299.67,1.0,284
2015-07-09 17:00:00,299.98,1.0,22
2015-07-09 18:00:00,299.3,1.0,289
2015-07-09 19:00:00,298.48,1.0,284
2015-07-09 20:00:00,297.32,1.0,-8
2015-07-09 21:00:00,295.32,1.0,228
2015-07-09 22:00:00,293.76,1.0,173
2015-07-09 23:00:00,293.0,1.0,203
2015-07-10 00:00:00,292.73,1.0,151
2015-07-10 01:00:00,292.04,1.0,105
2015-07-10 02:00:00,291.74,1.0,36
2015-07-10 03:00:00,291.35,1.0,33
2015-07-10 04:00:00,290.93,1.0,3
2015-07-10 05:00:00,290.6,1.0,-29
2015-07-10 06:00:00,290.33,1.0,-354
2015-07-10 07:00:00,291.66,1.0,-302
2015-07-10 08:00:00,293.72,1.0,-304
2015-07-10 09:00:00,294.42,1.0,-112
2015-07-10 10:00:00,297.43,1.0,98
2015-07-10 11:00:00,299.07,1.0,149
2015-07-10 12:00:00,300.49,1.0,431
2015-07-10 13:00:00,301.17,1.0,41
2015-07-10 14:00:00,301.62,1.0,44
2015-07-10 15:00:00,302.08,1.0,-175
2015-07-10 16:00:00,301.62,1.0,-488
2015-07-10 17:00:00,301.46,1.0,-636
2015-07-10 18:00:00,301.06,1.0,-203
2015-07-10 19:00:00,300.24,1.0,-148
2015-07-10 20:00:00,299.57,1.0,-34
2015-07-10 21:00:00,297.53,1.0,-157
2015-07-10 22:00:00,296.52,1.0,-163
2015-07-10 23:00:00,295.88,1.0,344
2015-07-11 00:00:00,295.58,0.0,454
2015-07-11 01:00:00,294.6,0.0,407
2015-07-11 02:00:00,294.12,0.0,238
2015-07-11 03:00:00,293.2,0.0,57
2015-07-11 04:00:00,292.56,0.0,-415
2015-07-11 05:00:00,292.05,0.0,-2023
2015-07-11 06:00:00,291.64,0.0,-3996
2015-07-11 07:00:00,293.15,0.0,-4051
2015-07-11 08:00:00,294.27,0.0,-2676
2015-07-11 09:00:00,295.74,0.0,-1444
2015-07-11 10:00:00,297.28,0.0,-852
2015-07-11 11:00:00,297.66,0.0,-824
2015-07-11 12:00:00,298.62,0.0,-1043
2015-07-11 13:00:00,299.1,0.0,-678
2015-07-11 14:00:00,299.28,0.0,-609
2015-07-11 15:00:00,299.28,0.0,-1356
2015-07-11 16:00:00,299.38,0.0,-1763
2015-07-11 17:00:00,298.98,0.0,-1537
2015-07-11 18:00:00,298.78,0.0,-638
2015-07-11 19:00:00,298.65,0.0,-34
2015-07-11 20:00:00,297.97,0.0,-138
2015-07-11 21:00:00,296.76,0.0,-377
2015-07-11 22:00:00,296.12,0.0,349
2015-07-11 23:00:00,295.98,0.0,304
2015-07-12 00:00:00,295.47,0.0,146
2015-07-12 01:00:00,294.95,0.0,31
2015-07-12 02:00:00,294.71,0.0,146
2015-07-12 03:00:00,294.67,0.0,-77
2015-07-12 04:00:00,294.16,0.0,-88
2015-07-12 05:00:00,293.99,0.0,-336
2015-07-12 06:00:00,293.72,0.0,-575
2015-07-12 07:00:00,294.51,0.0,-478
2015-07-12 08:00:00,295.39,0.0,-356
2015-07-12 09:00:00,296.08,0.0,-435
2015-07-12 10:00:00,298.18,0.0,-350
2015-07-12 11:00:00,298.18,0.0,-710
2015-07-12 12:00:00,300.27,0.0,23
2015-07-12 13:00:00,300.38,0.0,-446
2015-07-12 14:00:00,301.2,0.0,-668
2015-07-12 15:00:00,302.86,0.0,100
2015-07-12 16:00:00,303.38,0.0,-211
2015-07-12 17:00:00,303.63,0.0,-189
2015-07-12 18:00:00,303.56,0.0,-375
2015-07-12 19:00:00,302.72,0.0,-266
2015-07-12 20:00:00,302.36,0.0,-44
2015-07-12 21:00:00,300.95,0.0,-448
2015-07-12 22:00:00,300.72,0.0,-980
2015-07-12 23:00:00,294.08,0.0,-1159
2015-07-13 00:00:00,292.02,1.0,-934
2015-07-13 01:00:00,292.22,1.0,-573
2015-07-13 02:00:00,292.12,1.0,-468
2015-07-13 03:00:00,291.75,1.0,-13
2015-07-13 04:00:00,291.51,1.0,486
2015-07-13 05:00:00,291.52,1.0,2351
2015-07-13 06:00:00,291.46,1.0,4639
2015-07-13 07:00:00,292.59,1.0,4672
2015-07-13 08:00:00,293.17,1.0,3255
2015-07-13 09:00:00,294.57,1.0,1696
2015-07-13 10:00:00,296.05,1.0,799
2015-07-13 11:00:00,297.61,1.0,1033
2015-07-13 12:00:00,299.03,1.0,180
2015-07-13 13:00:00,300.31,1.0,688
2015-07-13 14:00:00,301.63,1.0,850
2015-07-13 15:00:00,302.24,1.0,1235
2015-07-13 16:00:00,302.37,1.0,2017
2015-07-13 17:00:00,301.8,1.0,2069
2015-07-13 18:00:00,301.56,1.0,727
2015-07-13 19:00:00,301.32,1.0,-114
2015-07-13 20:00:00,299.59,1.0,-115
2015-07-13 21:00:00,297.48,1.0,45
2015-07-13 22:00:00,295.87,1.0,179
2015-07-13 23:00:00,295.3,1.0,265
2015-07-14 00:00:00,294.31,1.0,178
2015-07-14 01:00:00,293.21,1.0,107
2015-07-14 02:00:00,292.66,1.0,30
2015-07-14 03:00:00,292.71,1.0,2
2015-07-14 04:00:00,292.41,1.0,44
2015-07-14 05:00:00,292.45,1.0,114
2015-07-14 06:00:00,292.49,1.0,181
2015-07-14 07:00:00,293.47,1.0,-403
2015-07-14 08:00:00,295.33,1.0,-45
2015-07-14 09:00:00,295.69,1.0,83
2015-07-14 10:00:00,297.98,1.0,-217
2015-07-14 11:00:00,299.39,1.0,-154
2015-07-14 12:00:00,299.58,1.0,-53
2015-07-14 13:00:00,300.18,1.0,32
2015-07-14 14:00:00,300.59,1.0,-354
2015-07-14 15:00:00,301.06,1.0,-167
2015-07-14 16:00:00,301.07,1.0,371
2015-07-14 17:00:00,300.89,1.0,425
2015-07-14 18:00:00,299.83,1.0,145
2015-07-14 19:00:00,299.15,1.0,209
2015-07-14 20:00:00,297.53,1.0,602
2015-07-14 21:00:00,295.21,1.0,348
2015-07-14 22:00:00,294.2,1.0,-12
2015-07-14 23:00:00,293.4,1.0,57
2015-07-15 00:00:00,291.97,1.0,22
2015-07-15 01:00:00,291.18,1.0,-7
2015-07-15 02:00:00,291.3,1.0,31
2015-07-15 03:00:00,290.23,1.0,32
2015-07-15 04:00:00,289.76,1.0,53
2015-07-15 05:00:00,289.79,1.0,43
2015-07-15 06:00:00,289.16,1.0,142
2015-07-15 07:00:00,289.81,1.0,-291
2015-07-15 08:00:00,291.14,1.0,143
2015-07-15 09:00:00,291.01,1.0,-41
2015-07-15 10:00:00,294.84,1.0,195
2015-07-15 11:00:00,296.5,1.0,210
2015-07-15 12:00:00,297.82,1.0,125
2015-07-15 13:00:00,299.73,1.0,-82
2015-07-15 14:00:00,300.03,1.0,265
2015-07-15 15:00:00,300.01,1.0,-104
2015-07-15 16:00:00,299.81,1.0,-15
2015-07-15 17:00:00,299.4,1.0,-189
2015-07-15 18:00:00,299.73,1.0,202
2015-07-15 19:00:00,299.35,1.0,145
2015-07-15 20:00:00,297.77,1.0,-121
2015-07-15 21:00:00,296.74,1.0,101
2015-07-15 22:00:00,296.01,1.0,105
2015-07-15 23:00:00,295.37,1.0,-42
2015-07-16 00:00:00,295.09,1.0,29
2015-07-16 01:00:00,294.32,1.0,-7
2015-07-16 02:00:00,294.05,1.0,-5
2015-07-16 03:00:00,293.45,1.0,34
2015-07-16 04:00:00,293.41,1.0,-46
2015-07-16 05:00:00,293.69,1.0,-76
2015-07-16 06:00:00,293.25,1.0,-126
2015-07-16 07:00:00,293.47,1.0,778
2015-07-16 08:00:00,293.71,1.0,-50
2015-07-16 09:00:00,294.45,1.0,207
2015-07-16 10:00:00,294.79,1.0,277
2015-07-16 11:00:00,294.94,1.0,290
2015-07-16 12:00:00,294.63,1.0,449
2015-07-16 13:00:00,294.03,1.0,454
2015-07-16 14:00:00,293.12,1.0,387
2015-07-16 15:00:00,292.78,1.0,243
2015-07-16 16:00:00,292.54,1.0,-522
2015-07-16 17:00:00,292.68,1.0,-36
2015-07-16 18:00:00,292.61,1.0,76
2015-07-16 19:00:00,292.68,1.0,-74
2015-07-16 20:00:00,292.86,1.0,-329
2015-07-16 21:00:00,292.52,1.0,-149
2015-07-16 22:00:00,292.42,1.0,131
2015-07-16 23:00:00,292.4,1.0,47
2015-07-17 00:00:00,292.4,1.0,37
2015-07-17 01:00:00,292.24,1.0,25
2015-07-17 02:00:00,292.22,1.0,-11
2015-07-17 03:00:00,291.99,1.0,-11
2015-07-17 04:00:00,291.64,1.0,-39
2015-07-17 05:00:00,291.18,1.0,-168
2015-07-17 06:00:00,291.18,1.0,-213
2015-07-17 07:00:00,292.04,1.0,-73
2015-07-17 08:00:00,293.25,1.0,-172
2015-07-17 09:00:00,293.57,1.0,77
2015-07-17 10:00:00,296.21,1.0,293
2015-07-17 11:00:00,297.98,1.0,244
2015-07-17 12:00:00,299.38,1.0,276
2015-07-17 13:00:00,300.74,1.0,103
2015-07-17 14:00:00,301.86,1.0,135
2015-07-17 15:00:00,302.69,1.0,37
2015-07-17 16:00:00,302.94,1.0,-19
2015-07-17 17:00:00,303.04,1.0,-1085
2015-07-17 18:00:00,303.15,1.0,-280
2015-07-17 19:00:00,302.23,1.0,228
2015-07-17 20:00:00,300.46,1.0,257
2015-07-17 21:00:00,298.4,1.0,454
2015-07-17 22:00:00,297.76,1.0,662
2015-07-17 23:00:00,297.82,1.0,796
2015-07-18 00:00:00,297.91,0.0,679
2015-07-18 01:00:00,293.64,0.0,204
2015-07-18 02:00:00,293.22,0.0,286
2015-07-18 03:00:00,293.06,0.0,32
2015-07-18 04:00:00,293.2,0.0,-371
2015-07-18 05:00:00,292.87,0.0,-1953
2015-07-18 06:00:00,292.87,0.0,-4063
2015-07-18 07:00:00,293.42,0.0,-4017
2015-07-18 08:00:00,294.25,0.0,-2619
2015-07-18 09:00:00,295.17,0.0,-1286
2015-07-18 10:00:00,298.48,0.0,-749
2015-07-18 11:00:00,299.07,0.0,-890
2015-07-18 12:00:00,300.67,0.0,-1011
2015-07-18 13:00:00,301.68,0.0,-1058
2015-07-18 14:00:00,302.02,0.0,-858
2015-07-18 15:00:00,302.58,0.0,-1103
2015-07-18 16:00:00,302.35,0.0,-1620
2015-07-18 17:00:00,302.05,0.0,-930
2015-07-18 18:00:00,301.35,0.0,-644
2015-07-18 19:00:00,300.28,0.0,-181
2015-07-18 20:00:00,298.73,0.0,-58
2015-07-18 21:00:00,296.99,0.0,160
2015-07-18 22:00:00,295.49,0.0,390
2015-07-18 23:00:00,294.99,0.0,177
2015-07-19 00:00:00,293.64,0.0,74
2015-07-19 01:00:00,291.94,0.0,476
2015-07-19 02:00:00,291.17,0.0,271
2015-07-19 03:00:00,290.47,0.0,16
2015-07-19 04:00:00,289.77,0.0,-148
2015-07-19 05:00:00,289.59,0.0,-282
2015-07-19 06:00:00,289.52,0.0,-519
2015-07-19 07:00:00,290.38,0.0,-837
2015-07-19 08:00:00,292.42,0.0,-825
2015-07-19 09:00:00,293.04,0.0,-742
2015-07-19 10:00:00,296.63,0.0,-415
2015-07-19 11:00:00,297.74,0.0,-118
2015-07-19 12:00:00,299.19,0.0,22
2015-07-19 13:00:00,299.72,0.0,755
2015-07-19 14:00:00,300.22,0.0,161
2015-07-19 15:00:00,300.41,0.0,309
2015-07-19 16:00:00,300.53,0.0,481
